CARNET,NOMBRES,CODPROF,CODEPTO,GENERO,FECHA_INGRESO,TIPO_SOCIO,NRO_SOCIO,ESTADO_CIVIL,TELEFONO,EMAIL,ZONA_RESIDENCIA
2545735,Brunilda Goicoechea Cózar,9,4,M,2000-02-08,JUBILADO,SOC04121,CASADO,+34 974 66 56 05,rosa-mariamenendez@example.net,SUR
3007478,Joan Lillo Sanchez,5,4,F,2013-05-25,ACTIVO,SOC04122,VIUDO,+34 835796108,mariano19@example.org,SUR
2686541,Purificación María Jesús Arellano Riera,4,8,F,2011-05-22,JUBILADO,SOC04123,VIUDO,+34 968 691 168,redondoedu@example.com,VILLA
2349785,Valero Julián Sanjuan,3,2,M,2012-02-04,PASIVO,SOC04124,VIUDO,+34 920 114 407,llobetsonia@example.net,CENTRO
4099171,Azucena Bellido Casal,3,9,M,2003-03-04,ACTIVO,SOC04125,SOLTERO,+34 847 48 06 56,cesar74@example.net,CENTRO
5901851,Odalis Viñas,3,2,M,2021-10-27,PASIVO,SOC04126,VIUDO,+34850 15 60 34,ibarraatilio@example.net,VILLA
4030107,Cristóbal Cifuentes Solera,9,5,M,2018-08-31,JUBILADO,SOC04127,VIUDO,+34 807 25 96 96,feliualbano@example.net,RURAL
4842946,Imelda del Tomas,6,4,M,2017-07-01,JUBILADO,SOC04128,VIUDO,+34 848757365,xvega@example.org,VILLA
3059202,Eusebio Verdú Blasco,1,3,F,2022-04-06,JUBILADO,SOC04129,CASADO,+34911 59 91 28,sfigueroa@example.com,SUR
2005831,Luciana Lucía Fuster Gallart,5,2,F,2006-06-03,JUBILADO,SOC04130,VIUDO,+34 943584732,ana-belenescobar@example.org,RURAL
4333423,María Leiva,2,4,F,2010-06-27,PASIVO,SOC04131,VIUDO,+34822 45 55 29,marquesmarisol@example.com,SUR
3097880,Nayara Duarte,4,5,M,2014-04-17,JUBILADO,SOC04132,CASADO,+34 643 84 59 72,xcampillo@example.com,VILLA
2249701,Ema Balaguer-Perales,8,2,M,2010-01-22,ACTIVO,SOC04133,VIUDO,+34 985 17 23 37,raguila@example.org,CENTRO
4429890,Florentina Tello Salcedo,6,7,M,2011-08-20,JUBILADO,SOC04134,CASADO,+34825 123 188,hplanas@example.com,CENTRO
2268624,Alejo Menéndez,5,2,F,2003-06-06,PASIVO,SOC04135,SOLTERO,+34983076057,hherrera@example.com,CENTRO
5073999,Marita Bauzà Guillén,6,5,M,2000-06-02,ACTIVO,SOC04136,SOLTERO,+34 947 93 48 94,hector04@example.org,VILLA
2829585,Lupita Tolosa Asenjo,1,2,F,2012-05-05,ACTIVO,SOC04137,VIUDO,+34985 64 45 32,paola55@example.com,RURAL
2987707,Francisca de Santamaria,2,5,F,2016-08-09,PASIVO,SOC04138,VIUDO,+34 842 221 620,yarrieta@example.net,VILLA
2771267,Mireia de Sánchez,8,4,F,2002-03-08,ACTIVO,SOC04139,CASADO,+34988 93 27 11,izaguirreruth@example.org,NORTE
3102089,Horacio Ortuño Garrido,6,2,F,2011-02-03,ACTIVO,SOC04140,VIUDO,+34921480882,abellanpepita@example.net,CENTRO
2225431,Lupe del Solís,1,7,F,2014-01-12,PASIVO,SOC04141,DIVORCIADO,+34880097366,diegoleandra@example.net,NORTE
5261212,Regina de García,5,5,M,2008-02-04,JUBILADO,SOC04142,VIUDO,+34924 02 65 63,lagudo@example.com,SUR
3141313,Elisa Acevedo,2,4,M,2018-02-02,PASIVO,SOC04143,DIVORCIADO,+34947 15 72 61,tmaza@example.com,SUR
4211193,Hernán Cordero Corral,5,3,M,2003-08-04,ACTIVO,SOC04144,VIUDO,+34 825 64 61 49,pvazquez@example.net,NORTE
3668443,Guillermo de Matas,4,5,F,2021-10-13,JUBILADO,SOC04145,DIVORCIADO,+34941 960 042,artigasjose-angel@example.org,SUR
5805204,Plácido Solana-Sarmiento,5,4,F,2002-12-18,JUBILADO,SOC04146,CASADO,+34 969 45 93 08,gpombo@example.org,RURAL
4095127,Dionisia Mancebo Sanmiguel,7,3,M,2022-02-08,JUBILADO,SOC04147,SOLTERO,+34822549200,fernandacaparros@example.org,CENTRO
5421384,Dorotea Peñalver,2,5,F,2003-12-12,JUBILADO,SOC04148,SOLTERO,+34 971196663,canalessilvia@example.com,VILLA
3286649,Chema del Leiva,6,9,F,2004-10-24,JUBILADO,SOC04149,DIVORCIADO,+34927921153,bllano@example.com,SUR
2988111,Raúl Girona,8,3,F,2010-05-19,ACTIVO,SOC04150,SOLTERO,+34 722854094,maxiroig@example.org,VILLA
4799289,Fernando Llobet Almazán,1,2,M,2018-04-30,JUBILADO,SOC04151,CASADO,+34 831141308,alextolosa@example.net,NORTE
2245367,Purificación Bas-Cal,3,5,F,2012-06-28,ACTIVO,SOC04152,CASADO,+34 884 06 35 50,ysedano@example.org,SUR
3392167,Jose Manuel España Soto,5,2,M,2010-11-29,PASIVO,SOC04153,VIUDO,+34 974 492 747,montoyamarisa@example.net,NORTE
4058336,Leandro Alvarado Corominas,5,2,M,2003-01-01,JUBILADO,SOC04154,CASADO,+34981 791 264,lucia86@example.com,VILLA
5461250,Amílcar Mendoza Saavedra,2,5,F,2007-05-21,PASIVO,SOC04155,VIUDO,+34 884 93 92 02,sarita89@example.com,NORTE
4603870,León Castells Castilla,9,6,F,2021-03-19,PASIVO,SOC04156,CASADO,+34 921579435,blosada@example.net,CENTRO
2566417,Pascual Maestre Millán,8,3,M,2014-03-31,ACTIVO,SOC04157,VIUDO,+34902701015,wnicolau@example.org,RURAL
3761734,Demetrio Llano Poza,4,9,M,2010-06-04,JUBILADO,SOC04158,CASADO,+34 979180364,xhernandez@example.org,NORTE
3492946,Juana Mosquera,2,3,M,2007-06-17,PASIVO,SOC04159,SOLTERO,+34 845 831 488,pvalcarcel@example.org,NORTE
4498337,Visitación Herranz,5,8,F,2020-03-16,ACTIVO,SOC04160,CASADO,+34877760248,ambrosio06@example.com,RURAL
2114911,Florentino Chaparro Gomila,2,4,F,2000-01-24,ACTIVO,SOC04161,DIVORCIADO,+34965276425,zcampo@example.com,SUR
4253635,Ángela Franco Carrera,4,4,M,2021-05-12,JUBILADO,SOC04162,CASADO,+34 739763540,leocadia40@example.com,NORTE
4565201,Herberto Palma Arjona,9,7,F,2002-03-10,PASIVO,SOC04163,CASADO,+34 980732476,fpozuelo@example.net,NORTE
2222158,Rufina Cañizares Gisbert,4,1,F,2008-05-16,ACTIVO,SOC04164,CASADO,+34844901523,mugicamargarita@example.org,NORTE
4646254,Alonso Durán Villena,2,2,F,2020-06-01,ACTIVO,SOC04165,DIVORCIADO,+34949449280,reynacortes@example.org,NORTE
2066874,Calixto Blanco Aragonés,2,4,M,2010-12-04,JUBILADO,SOC04166,CASADO,+34847 981 525,chelorios@example.org,NORTE
4416790,Fanny Caro Cortes,3,3,F,2018-11-23,PASIVO,SOC04167,SOLTERO,+34 982 63 15 56,gcal@example.com,SUR
5219465,Violeta Arcos,6,2,M,2016-02-13,JUBILADO,SOC04168,VIUDO,+34820703681,rosendooliveras@example.org,NORTE
5750748,Fátima Sabater Galvez,3,4,M,2005-10-08,JUBILADO,SOC04169,SOLTERO,+34985905553,condefelix@example.org,RURAL
3323027,Arsenio Sales Flor,2,4,F,2001-11-11,JUBILADO,SOC04170,VIUDO,+34 949 255 631,espejoleonor@example.net,CENTRO
4113142,Domingo Vallés,9,5,M,2005-04-29,ACTIVO,SOC04171,VIUDO,+34 858167571,imugica@example.com,RURAL
4555886,Tito Clavero Marquez,4,1,M,2000-09-10,ACTIVO,SOC04172,VIUDO,+34948 545 728,cruzaguilera@example.net,CENTRO
2650148,Sol Nadia Castelló Pérez,8,8,F,2020-02-04,PASIVO,SOC04173,SOLTERO,+34845 81 65 31,mamenpoza@example.net,CENTRO
3155469,Lope Casares Guitart,4,7,M,2017-12-24,ACTIVO,SOC04174,VIUDO,+34982 543 105,gloria58@example.net,RURAL
4393692,Rosalina Diéguez Miralles,6,9,M,2014-05-01,ACTIVO,SOC04175,CASADO,+34984023887,rosadodelia@example.net,NORTE
2521857,Maribel Vilalta-Arteaga,7,7,M,2019-04-11,JUBILADO,SOC04176,VIUDO,+34973 89 15 85,pelaezsamu@example.com,CENTRO
3292473,Emelina Noguera Alberdi,3,5,F,2014-04-19,PASIVO,SOC04177,DIVORCIADO,+34 979493693,molinaainoa@example.org,VILLA
5359753,Vanesa Iriarte Díaz,4,8,M,2009-10-04,PASIVO,SOC04178,DIVORCIADO,+34 741 54 53 39,guiomarvicente@example.com,NORTE
3228537,Estela Figueras Iñiguez,5,2,F,2000-04-18,JUBILADO,SOC04179,CASADO,+34 748330026,candelapaniagua@example.org,CENTRO
2100970,Graciana Noguera Puig,9,5,M,2001-06-08,PASIVO,SOC04180,DIVORCIADO,+34 977 731 252,montanavasco@example.org,NORTE
3509927,Tatiana Polo Marcos,7,3,M,2019-12-06,ACTIVO,SOC04181,DIVORCIADO,+34 926468428,acevedoeutimio@example.com,VILLA
4332369,Sebastian Jafet Viña Guzman,7,9,M,2005-06-11,PASIVO,SOC04182,CASADO,+34 916 329 361,usanmiguel@example.com,NORTE
2929012,Hector García Arce,3,5,M,2011-09-26,ACTIVO,SOC04183,SOLTERO,+34 882 62 59 09,ayusoroman@example.org,SUR
4043468,Nayara Cifuentes Fabregat,2,5,M,2011-10-13,JUBILADO,SOC04184,VIUDO,+34867 786 356,trini27@example.net,SUR
3892019,Ambrosio Arana Ferrer,1,5,F,2013-09-30,ACTIVO,SOC04185,VIUDO,+34935276675,nestorperales@example.org,CENTRO
4398037,Marcia Martín Montalbán,7,7,F,2020-01-30,PASIVO,SOC04186,VIUDO,+34 973 586 930,almudenapareja@example.net,CENTRO
2888962,Sandalio Manzano Martínez,5,8,F,2020-02-22,PASIVO,SOC04187,VIUDO,+34 878 62 67 90,yessica47@example.com,SUR
2291986,Ruperto Duarte Toledo,6,6,F,2015-08-22,JUBILADO,SOC04188,DIVORCIADO,+34 900 52 70 19,pazosisa@example.org,SUR
5274897,Lope Rosselló Gimeno,1,5,F,2006-05-11,PASIVO,SOC04189,CASADO,+34820 50 10 98,ximena33@example.net,RURAL
3795073,Florencia Lasa Otero,1,8,F,2006-09-08,ACTIVO,SOC04190,VIUDO,+34 983551336,baromaria-fernanda@example.org,NORTE
5375196,Irene Salom-Casado,7,2,F,2013-02-01,ACTIVO,SOC04191,VIUDO,+34975 06 04 60,gil70@example.net,SUR
3228691,Eliseo Pinto Dominguez,7,6,M,2021-01-19,JUBILADO,SOC04192,SOLTERO,+34 923 77 68 91,kalegria@example.net,NORTE
2029863,Quique Catalán Merino,9,3,F,2013-03-17,JUBILADO,SOC04193,SOLTERO,+34 948334193,chema25@example.net,SUR
5374601,Dionisia Cal Maldonado,3,5,M,2005-12-18,PASIVO,SOC04194,VIUDO,+34979 39 09 06,ugomis@example.net,CENTRO
2579382,Hipólito de Álvaro,1,5,M,2006-03-07,PASIVO,SOC04195,CASADO,+34849 798 482,victoriahuerta@example.net,SUR
4860259,María Cristina Pedrero Sevilla,5,4,M,2004-06-30,JUBILADO,SOC04196,VIUDO,+34 843 410 686,nereanavarro@example.org,VILLA
3258930,Pancho Miranda Gallo,5,3,M,2009-01-07,JUBILADO,SOC04197,SOLTERO,+34901924449,cerdanchema@example.org,NORTE
4708565,Valentín Gaya Ferreras,2,5,M,2001-07-13,JUBILADO,SOC04198,DIVORCIADO,+34803 278 794,gguerrero@example.net,SUR
4245897,Hector Folch Huertas,8,5,M,2005-06-20,PASIVO,SOC04199,SOLTERO,+34 942 679 480,carolinasaez@example.org,SUR
2268594,Odalis Valentín-Benavides,4,6,M,2017-02-20,ACTIVO,SOC04200,DIVORCIADO,+34 823 80 39 69,froldan@example.org,NORTE
5434312,Jose Miguel Fabregat Rocamora,1,7,F,2016-03-10,PASIVO,SOC04201,VIUDO,+34923 228 166,zlledo@example.net,VILLA
3863770,Jennifer Molina Peral,7,5,M,2009-09-01,JUBILADO,SOC04202,SOLTERO,+34 985463116,mayte75@example.com,RURAL
2162307,Ildefonso Ros Feliu,8,2,M,2018-07-26,PASIVO,SOC04203,SOLTERO,+34 803 94 19 21,adalbertogarcia@example.org,RURAL
2738269,María Luisa Pineda Céspedes,3,2,F,2001-08-09,JUBILADO,SOC04204,DIVORCIADO,+34871730791,perlitarueda@example.net,VILLA
3342091,Feliciano Gisbert,5,8,M,2019-10-31,JUBILADO,SOC04205,SOLTERO,+34 877 24 04 38,uleon@example.net,CENTRO
4160819,Enrique Nicolau Verdugo,3,7,F,2014-08-07,JUBILADO,SOC04206,DIVORCIADO,+34 848 00 12 31,sbejarano@example.org,VILLA
5308286,Rodrigo Marcelino Porcel Caparrós,8,1,F,2006-06-21,PASIVO,SOC04207,DIVORCIADO,+34965554367,cuadradoamparo@example.com,NORTE
5506902,Raúl Juan Vizcaíno,8,3,F,2006-12-05,PASIVO,SOC04208,CASADO,+34983 81 62 98,rlamas@example.org,CENTRO
5063253,Jerónimo Plana Parra,3,6,F,2016-08-14,JUBILADO,SOC04209,VIUDO,+34880549564,eulaliamarin@example.org,NORTE
3289044,Ale Collado Flor,1,1,F,2021-10-20,ACTIVO,SOC04210,VIUDO,+34 885525988,luciacatala@example.net,CENTRO
2893704,Armando Barreda Agustín,8,5,M,2006-06-11,ACTIVO,SOC04211,CASADO,+34971 735 433,tatianamiro@example.com,NORTE
2370338,Telmo Bonet Corbacho,9,2,F,2015-06-15,ACTIVO,SOC04212,DIVORCIADO,+34 821445821,julio-cesar49@example.com,SUR
2372345,Demetrio Severiano Alvarado Vigil,4,8,F,2009-12-27,JUBILADO,SOC04213,CASADO,+34 923822932,gbarriga@example.com,SUR
4998758,Anunciación de Nebot,8,5,F,2019-11-13,PASIVO,SOC04214,DIVORCIADO,+34 923937090,ztapia@example.com,SUR
2232533,Quirino Huerta Llopis,8,8,M,2009-03-26,ACTIVO,SOC04215,VIUDO,+34932 284 720,bustamanteemma@example.net,VILLA
5780070,Obdulia Salazar Vilalta,9,2,F,2004-07-19,JUBILADO,SOC04216,DIVORCIADO,+34 864 56 58 68,juan-francisco55@example.net,VILLA
2619874,Emelina Ema Agustí Checa,7,9,F,2005-12-08,JUBILADO,SOC04217,VIUDO,+34925 476 126,grosales@example.org,NORTE
3404502,Aurora Bas Campillo,2,3,M,2010-03-31,ACTIVO,SOC04218,SOLTERO,+34835128440,zairavillalonga@example.com,SUR
3495818,Adora Quintero Larrea,3,5,M,2012-03-09,ACTIVO,SOC04219,VIUDO,+34 902 15 33 78,luissanmiguel@example.org,CENTRO
5816831,Martina Saez Peralta,6,4,F,2005-11-14,ACTIVO,SOC04220,CASADO,+34 717 62 84 78,anita05@example.com,NORTE
2115931,Alex Cruz,9,6,F,2009-08-09,JUBILADO,SOC04221,SOLTERO,+34 942 61 02 69,tovarmaite@example.org,NORTE
3054478,Reynaldo Borrell,8,5,F,2009-11-17,PASIVO,SOC04222,VIUDO,+34984842143,josefinacarmona@example.com,CENTRO
5470842,Ciriaco Estrada,6,5,F,2004-07-30,PASIVO,SOC04223,SOLTERO,+34 947 85 91 97,cabreragustavo@example.com,VILLA
5985837,Luciana Buendía Diez,7,2,F,2022-07-14,ACTIVO,SOC04224,CASADO,+34 916 92 52 92,rosselloaroa@example.com,VILLA
3835941,Tecla Bastida-Cuéllar,7,5,F,2004-09-12,JUBILADO,SOC04225,CASADO,+34977610166,ernesto49@example.com,VILLA
2043589,Perla de Hervia,1,2,F,2007-12-06,PASIVO,SOC04226,CASADO,+34 920 436 210,filomena40@example.org,RURAL
3773657,Alex Blanca Bayón,1,5,M,2006-04-17,ACTIVO,SOC04227,DIVORCIADO,+34 963085496,anabel13@example.org,CENTRO
4078933,Quirino de Solano,4,7,F,2000-09-03,JUBILADO,SOC04228,CASADO,+34 945 73 64 82,conesasabina@example.net,VILLA
4383508,Isidro Arteaga,2,6,M,2006-08-12,PASIVO,SOC04229,VIUDO,+34 927 31 58 43,tudelaale@example.com,RURAL
2040249,Maximiliano Perelló,7,1,M,2016-04-29,ACTIVO,SOC04230,SOLTERO,+34939678417,apolinar15@example.com,CENTRO
3685814,Chelo Pi,4,3,M,2021-03-22,JUBILADO,SOC04231,SOLTERO,+34950 99 52 01,martinabella@example.org,SUR
5023503,Toni Borrell,1,6,F,2008-11-02,JUBILADO,SOC04232,VIUDO,+34800 86 96 62,requenaale@example.org,VILLA
2453242,Amarilis Mendez Carranza,3,4,M,2007-10-14,ACTIVO,SOC04233,CASADO,+34 944 715 720,valenciaamado@example.net,CENTRO
3946779,Ximena Ballesteros Tolosa,9,5,M,2001-09-27,ACTIVO,SOC04234,DIVORCIADO,+34 800 750 920,aragonmercedes@example.com,RURAL
5597984,Sergio de Llorens,6,8,F,2017-01-28,JUBILADO,SOC04235,VIUDO,+34 926 60 69 24,gargallojose-antonio@example.com,NORTE
5728936,Judith Vigil Lara,6,7,F,2009-01-23,PASIVO,SOC04236,DIVORCIADO,+34 872569055,americocanet@example.org,RURAL
5305083,Luis Ángel Llamas Díaz,7,5,M,2012-06-26,ACTIVO,SOC04237,SOLTERO,+34973 23 95 98,modestoborras@example.com,CENTRO
3366054,Melchor Aragón-Trujillo,1,9,F,2009-06-26,JUBILADO,SOC04238,CASADO,+34 920 440 314,paredesfrancisco@example.com,RURAL
5595024,René Torrens Bellido,8,2,F,2019-04-13,ACTIVO,SOC04239,DIVORCIADO,+34825592350,aragoncalista@example.com,CENTRO
4941098,Hernando Carballo-Marin,5,2,M,2013-09-05,JUBILADO,SOC04240,CASADO,+34820 836 642,victor11@example.org,SUR
3500043,Flavia Bru Olivé,1,2,F,2014-03-15,PASIVO,SOC04241,DIVORCIADO,+34 849 308 938,julio-cesarfeijoo@example.com,SUR
5247333,Débora de Sobrino,4,5,F,2001-08-14,ACTIVO,SOC04242,CASADO,+34803159518,jose65@example.com,SUR
3415486,Maribel Fernández-Ibarra,9,4,F,2015-06-04,JUBILADO,SOC04243,DIVORCIADO,+34849 157 343,lupe33@example.com,CENTRO
2881303,Florentina Armengol Cabrero,5,1,M,2002-06-27,PASIVO,SOC04244,CASADO,+34949528751,teofila79@example.net,VILLA
2401733,Rosendo Campos Valentín,2,4,F,2009-07-19,JUBILADO,SOC04245,CASADO,+34845676762,lescobar@example.com,SUR
5282094,Consuela Milla-Hierro,7,2,M,2009-09-11,JUBILADO,SOC04246,DIVORCIADO,+34948 36 01 36,emillan@example.org,CENTRO
4694985,Isidoro Acosta Barrena,1,5,F,2014-01-27,JUBILADO,SOC04247,SOLTERO,+34880516028,perellopatricio@example.org,RURAL
3514497,Nerea Reyes Andres,3,4,M,2011-06-02,JUBILADO,SOC04248,VIUDO,+34 875260051,benitezmariano@example.com,NORTE
4083645,Ileana Cabanillas Roldán,7,3,F,2021-05-03,ACTIVO,SOC04249,DIVORCIADO,+34 988 99 45 28,basiliocasas@example.com,VILLA
4994778,Cirino Hernando Merino,6,4,F,2007-07-31,ACTIVO,SOC04250,DIVORCIADO,+34 846 88 80 46,redondoclarisa@example.org,RURAL
4258299,Julie Sans-Abril,4,5,M,2005-11-09,PASIVO,SOC04251,SOLTERO,+34 871466060,mario05@example.net,NORTE
3255093,Consuelo Madrigal-Téllez,7,2,F,2022-08-15,ACTIVO,SOC04252,DIVORCIADO,+34 844 070 584,bustamantemarco@example.org,CENTRO
5896575,Felisa Casado,4,9,M,2020-08-12,PASIVO,SOC04253,CASADO,+34888655027,msolana@example.com,CENTRO
4695868,Carmina Ródenas-Maza,6,4,F,2014-10-23,JUBILADO,SOC04254,VIUDO,+34 985 74 33 27,castillocornelio@example.org,NORTE
2443113,Febe Rosa Cabello,9,5,M,2008-10-20,ACTIVO,SOC04255,DIVORCIADO,+34 880 28 77 84,nmaza@example.org,RURAL
3695802,Micaela Pedrosa Moliner,4,5,M,2006-06-19,PASIVO,SOC04256,VIUDO,+34 857 29 59 62,osvaldomelero@example.net,RURAL
2314553,Remedios Fernández,6,9,F,2009-03-05,JUBILADO,SOC04257,CASADO,+34823 32 46 91,belmontelope@example.net,VILLA
5395811,Susana Álvaro Corominas,1,2,F,2007-08-02,JUBILADO,SOC04258,CASADO,+34 824 553 159,gabriela28@example.org,SUR
3397988,Eleuterio Villa Amorós,8,5,M,2003-01-04,ACTIVO,SOC04259,CASADO,+34972109570,ecanas@example.net,NORTE
5791900,María Belén Rosado,9,2,M,2021-12-01,JUBILADO,SOC04260,CASADO,+34 986 11 13 25,snebot@example.org,CENTRO
2186594,Encarna Pomares Anglada,6,2,F,2008-03-05,PASIVO,SOC04261,DIVORCIADO,+34941 867 733,alfredoroman@example.org,RURAL
5434214,Marco Bauzà,2,8,F,2003-09-06,JUBILADO,SOC04262,VIUDO,+34 925 948 780,bernardinovilalta@example.net,NORTE
3747599,Aristides Chaves Guitart,4,2,F,2018-05-20,PASIVO,SOC04263,DIVORCIADO,+34 971 77 64 72,ocodina@example.net,CENTRO
3432323,Encarnita Carbonell,5,5,F,2003-07-22,ACTIVO,SOC04264,VIUDO,+34846 53 14 13,lucia72@example.org,VILLA
3768520,Angelino Rivas Camino,4,7,M,2012-04-18,JUBILADO,SOC04265,DIVORCIADO,+34 868 18 74 63,narcisobartolome@example.net,CENTRO
4971102,Loida de Puerta,1,5,M,2015-10-12,PASIVO,SOC04266,VIUDO,+34 888 245 413,odomingo@example.net,CENTRO
2385545,Juana Leonor Castillo Roselló,2,7,M,2017-09-25,JUBILADO,SOC04267,VIUDO,+34982146383,luisinaarino@example.com,CENTRO
3298106,Patricia del Lluch,9,5,F,2019-11-28,PASIVO,SOC04268,VIUDO,+34 973 904 139,berto64@example.org,RURAL
4004651,Severino Valera Tovar,9,5,F,2021-05-28,PASIVO,SOC04269,SOLTERO,+34948 33 08 04,quirino59@example.net,SUR
2085165,Antonio del Rubio,9,7,M,2002-06-12,JUBILADO,SOC04270,CASADO,+34923 397 330,tellezdaniela@example.com,CENTRO
5872543,Jose Francisco del Sanjuan,2,5,F,2005-11-07,JUBILADO,SOC04271,VIUDO,+34 924889449,bantunez@example.net,VILLA
3459688,Modesto Santamaría Arjona,5,2,M,2006-08-12,PASIVO,SOC04272,CASADO,+34846429276,albertomercedes@example.net,RURAL
5623178,Miguel Francisco Echevarría Tello,2,1,M,2003-07-06,JUBILADO,SOC04273,SOLTERO,+34917 492 357,pallaresteo@example.com,RURAL
2686007,Marianela de Carnero,9,2,M,2009-05-25,PASIVO,SOC04274,VIUDO,+34 974 526 235,socorrodieguez@example.net,SUR
2888837,Maristela Prats Cervera,9,8,M,2020-10-09,PASIVO,SOC04275,SOLTERO,+34707 106 025,bonillaolivia@example.net,RURAL
3429458,Vasco Garrido Domínguez,7,4,F,2018-02-11,PASIVO,SOC04276,CASADO,+34 961 645 412,ruben78@example.com,VILLA
4437411,Marciano Parejo Mesa,5,5,F,2010-02-16,ACTIVO,SOC04277,CASADO,+34 865 01 77 55,hduque@example.com,VILLA
3007275,Liliana Gallego-Garriga,2,5,M,2007-10-15,ACTIVO,SOC04278,DIVORCIADO,+34944 42 66 24,lfrancisco@example.com,CENTRO
3395820,Iris Benet Torralba,1,5,F,2015-03-06,JUBILADO,SOC04279,VIUDO,+34921 977 817,angela08@example.net,SUR
4727073,Apolinar del Alarcón,8,2,M,2019-01-02,JUBILADO,SOC04280,SOLTERO,+34 800108319,manuelamores@example.org,SUR
3165646,Candelaria Carbó,3,4,F,2011-02-14,PASIVO,SOC04281,SOLTERO,+34901 995 778,melchor91@example.net,RURAL
3010755,Emma Sola,6,4,M,2003-03-12,PASIVO,SOC04282,DIVORCIADO,+34 833 91 01 07,bmaza@example.net,RURAL
4305434,Ulises Salcedo Solsona,3,4,M,2017-02-08,JUBILADO,SOC04283,SOLTERO,+34 944222064,dalila10@example.com,RURAL
2258031,Melania Pombo Leon,4,8,M,2004-01-12,ACTIVO,SOC04284,VIUDO,+34 983418330,xiomaratorrents@example.org,RURAL
3443448,Ale Azeneth Mas Macías,3,7,F,2021-07-11,PASIVO,SOC04285,DIVORCIADO,+34 983 44 52 15,jesusgordillo@example.com,SUR
5793811,Evangelina Bayo Carrasco,9,4,M,2013-04-24,ACTIVO,SOC04286,VIUDO,+34 720452224,alma92@example.com,CENTRO
4320264,Cristina Arco Macías,8,2,F,2000-07-14,JUBILADO,SOC04287,CASADO,+34841 92 90 98,edelmiro29@example.org,VILLA
5759201,Florinda Alvarez Paniagua,8,2,M,2015-11-12,ACTIVO,SOC04288,VIUDO,+34879904627,marcos42@example.org,NORTE
4047080,Duilio Vicente Montero,8,4,M,2018-04-24,ACTIVO,SOC04289,SOLTERO,+34 880736038,eduardo20@example.net,VILLA
4376968,María Carmen Dueñas Abellán,8,5,M,2008-10-18,JUBILADO,SOC04290,CASADO,+34849748963,mateofederico@example.com,NORTE
4253041,Eva Montero-Olivares,1,2,F,2020-12-04,JUBILADO,SOC04291,CASADO,+34 822487793,riosruperto@example.net,SUR
2768550,Anabel de Azcona,6,8,F,2009-07-14,ACTIVO,SOC04292,SOLTERO,+34978333974,sevillajosefina@example.net,NORTE
2734048,Leandra Casanovas Huerta,8,5,M,2019-06-13,PASIVO,SOC04293,VIUDO,+34883 091 456,urrutiarosario@example.net,RURAL
3219701,Marcelino Ferrando,1,8,M,2020-05-28,PASIVO,SOC04294,SOLTERO,+34984 45 84 88,bvila@example.com,VILLA
4572567,Eladio Batlle-Gallardo,8,7,F,2005-02-04,ACTIVO,SOC04295,VIUDO,+34 983 62 84 65,lreguera@example.com,CENTRO
5292860,Cloe del Izquierdo,7,2,F,2012-04-29,PASIVO,SOC04296,CASADO,+34887 31 16 36,arreguisilvia@example.net,NORTE
2597526,Tristán Artigas Izaguirre,1,9,F,2004-05-13,PASIVO,SOC04297,VIUDO,+34 871149525,croura@example.net,RURAL
5174310,Manuela España Carvajal,3,1,M,2022-12-15,ACTIVO,SOC04298,DIVORCIADO,+34 848 194 229,aureliafigueras@example.net,CENTRO
5072449,María Jesús Villalonga,6,2,F,2021-08-12,JUBILADO,SOC04299,VIUDO,+34 984607009,anguloariadna@example.com,VILLA
5129933,Javiera Vilalta Terrón,2,2,F,2007-09-17,PASIVO,SOC04300,DIVORCIADO,+34 835 80 33 16,nelidacampoy@example.net,SUR
3835466,Sarita Rosaura Amo Agudo,3,4,F,2021-04-09,PASIVO,SOC04301,DIVORCIADO,+34944598175,rebeca67@example.com,VILLA
4682316,José Luis Quintanilla Isern,3,4,F,2016-12-28,PASIVO,SOC04302,SOLTERO,+34 872 12 10 64,hipolitopalau@example.com,VILLA
2062662,Jacinto Ibarra-Escamilla,3,9,F,2010-03-04,ACTIVO,SOC04303,SOLTERO,+34946 25 76 84,reginanarvaez@example.net,NORTE
2971741,Noé Porcel Portillo,5,8,F,2012-01-12,JUBILADO,SOC04304,VIUDO,+34984681847,anguitafrancisco-javier@example.com,VILLA
4910951,Olalla Trillo,1,4,M,2017-01-21,PASIVO,SOC04305,DIVORCIADO,+34 867 37 34 72,lupegutierrez@example.net,RURAL
3750282,Nieves Aragonés Alsina,3,5,F,2019-12-21,PASIVO,SOC04306,VIUDO,+34827 53 37 19,gutierrezjose-antonio@example.net,NORTE
3179301,Cecilio Peiró Blanca,3,7,F,2008-01-18,ACTIVO,SOC04307,DIVORCIADO,+34947 151 339,eric18@example.com,VILLA
3616494,Heliodoro Mariscal Alcázar,9,4,F,2012-11-14,ACTIVO,SOC04308,DIVORCIADO,+34 843 14 71 44,saezaura@example.com,SUR
5601340,Sosimo de Agudo,2,2,F,2022-12-01,ACTIVO,SOC04309,DIVORCIADO,+34988612506,ghervas@example.com,CENTRO
4379384,Luisina del Escobar,9,2,M,2017-05-12,JUBILADO,SOC04310,DIVORCIADO,+34846 18 47 90,bgordillo@example.net,NORTE
