CUENTA,CARNET,FAPERTURA,TIPO_CUENTA,ESTADO_CUENTA,SALDO_ACTUAL,PLAZO_MESES,TASA_INTERES,FECHA_CIERRE
8-102-29687-6,2541450,2000-12-14,CRÉDITO,INACTIVA,67209.71,6,0.114,
9-107-46800-5,2169219,2019-05-18,APORTE,ACTIVA,50553.32,24,0.037,
9-103-89884-1,4928733,2020-08-27,APORTE,INACTIVA,97233.7,6,0.048,
2-102-65759-5,5816235,2010-09-26,CRÉDITO,CERRADA,23979.94,6,0.058,
2-106-61991-9,2763585,2021-10-21,CRÉDITO,INACTIVA,44349.41,24,0.096,
4-107-30894-2,4658319,2000-04-04,CRÉDITO,INACTIVA,65514.18,0,0.068,
9-102-76622-3,5826459,2016-08-14,CRÉDITO,CERRADA,21370.99,36,0.091,
2-101-46896-3,3029636,2016-02-10,AHORRO,INACTIVA,16276.42,0,0.095,
5-106-62220-4,3067825,2001-11-04,AHORRO,CERRADA,46847.91,24,0.045,
5-103-41927-4,2219597,2018-01-30,APORTE,ACTIVA,65790.4,6,0.084,
9-104-70882-4,5178068,2011-07-04,AHORRO,CERRADA,76587.69,0,0.061,
2-106-88418-2,2753393,2010-02-19,AHORRO,CERRADA,62008.48,24,0.083,
6-107-18064-3,4625721,2009-01-25,AHORRO,CERRADA,42978.68,6,0.078,
1-102-48922-5,4763158,2004-06-19,AHORRO,ACTIVA,22176.35,24,0.064,
1-100-74910-7,2564835,2016-07-25,AHORRO,ACTIVA,30354.33,24,0.115,
5-101-95017-8,5541469,2020-04-09,APORTE,INACTIVA,99483.13,12,0.105,
2-102-95871-1,4703676,2017-04-23,APORTE,ACTIVA,21106.15,24,0.028,
1-102-63980-4,3835272,2021-07-15,AHORRO,CERRADA,26467.57,12,0.016,
4-107-58968-1,2135762,2001-10-30,AHORRO,CERRADA,26468.39,6,0.074,
2-104-22114-5,5353364,2007-09-15,CRÉDITO,CERRADA,71430.01,0,0.038,
4-106-38677-2,2712897,2021-04-11,APORTE,CERRADA,45479.86,6,0.111,
1-102-41843-4,4024923,2016-11-28,CRÉDITO,INACTIVA,901.71,36,0.066,
9-109-30663-5,3775281,2005-12-29,AHORRO,INACTIVA,59896.37,36,0.07,
3-100-69143-6,4523152,2018-10-20,APORTE,ACTIVA,68660.41,12,0.069,
8-106-61784-4,5683925,2014-10-06,CRÉDITO,INACTIVA,31906.27,24,0.119,
5-105-15610-6,2498305,2011-02-21,CRÉDITO,CERRADA,54072.36,12,0.085,
6-105-64413-9,5878715,2003-02-28,AHORRO,ACTIVA,22738.34,36,0.067,
6-101-85655-2,2445237,2007-09-03,AHORRO,INACTIVA,68333.15,24,0.033,
9-104-79356-2,2143794,2002-03-01,CRÉDITO,CERRADA,6483.45,36,0.018,
9-105-74800-9,4747692,2022-01-22,AHORRO,CERRADA,9933.6,36,0.051,
9-103-39562-9,5414182,2019-04-23,APORTE,INACTIVA,61646.48,0,0.092,
9-101-67226-4,4276792,2010-01-27,CRÉDITO,INACTIVA,84549.55,0,0.012,
9-101-52659-1,3777046,2020-07-15,AHORRO,CERRADA,57965.35,0,0.097,
2-104-48548-5,5690844,2014-12-19,AHORRO,INACTIVA,49095.92,36,0.053,
7-109-15031-5,4615206,2010-07-03,APORTE,ACTIVA,87086.02,6,0.036,
5-101-61042-1,2217230,2018-05-24,AHORRO,CERRADA,84953.93,0,0.088,
3-104-21204-5,5371249,2003-11-01,APORTE,ACTIVA,54772.84,0,0.067,
4-109-88380-1,4948572,2021-01-12,APORTE,ACTIVA,82379.3,6,0.103,
6-107-21055-4,5515473,2014-03-05,AHORRO,INACTIVA,68275.1,6,0.017,
2-102-14723-7,2408361,2009-03-25,APORTE,INACTIVA,39310.54,0,0.101,
9-109-93579-3,4391425,2004-10-22,CRÉDITO,INACTIVA,84543.87,12,0.093,
1-107-69155-8,5804270,2013-08-07,CRÉDITO,CERRADA,23765.24,12,0.08,
9-101-42800-3,3317552,2001-11-04,APORTE,CERRADA,10209.3,12,0.028,
6-102-89423-5,3472990,2017-09-03,CRÉDITO,ACTIVA,19282.17,36,0.12,
7-102-82298-2,2614401,2010-02-02,CRÉDITO,ACTIVA,41320.43,36,0.029,
4-109-65900-1,2968259,2011-08-22,CRÉDITO,INACTIVA,14280.1,6,0.026,
9-100-60428-5,2714784,2003-06-01,CRÉDITO,INACTIVA,33641.15,24,0.102,
3-100-52474-2,5316646,2019-06-26,CRÉDITO,CERRADA,20382.1,12,0.111,
9-106-80718-7,3568444,2003-01-20,APORTE,CERRADA,28012.97,12,0.029,
4-102-60304-6,5260305,2019-12-15,APORTE,ACTIVA,84960.47,36,0.118,
5-103-46390-9,5459257,2020-02-25,CRÉDITO,INACTIVA,80648.03,36,0.071,
2-104-70389-4,5699143,2003-03-15,AHORRO,ACTIVA,73692.36,12,0.113,
8-109-87639-7,3646668,2004-11-30,APORTE,INACTIVA,83831.59,12,0.044,
7-108-95319-3,4326448,2021-05-27,APORTE,CERRADA,31221.43,6,0.115,
1-102-11980-3,5508566,2005-10-14,CRÉDITO,INACTIVA,7447.25,0,0.062,
3-105-47549-5,2737580,2004-01-31,CRÉDITO,ACTIVA,54867.43,12,0.04,
2-109-15256-5,5841502,2014-08-28,CRÉDITO,INACTIVA,29093.96,36,0.041,
9-106-41479-1,3076769,2015-01-08,CRÉDITO,CERRADA,17522.12,36,0.068,
9-109-96813-2,4311133,2017-11-21,APORTE,CERRADA,28623.05,6,0.084,
9-108-64625-8,5069470,2002-08-09,CRÉDITO,CERRADA,52067.29,6,0.1,
4-103-64779-4,3236937,2004-10-15,AHORRO,ACTIVA,55173.66,24,0.113,
2-101-66331-7,4374808,2004-06-12,CRÉDITO,CERRADA,98143.47,0,0.08,
8-105-72152-6,2946436,2019-03-21,AHORRO,CERRADA,84675.3,36,0.049,
2-101-32194-7,4994426,2007-03-11,APORTE,CERRADA,31457.69,12,0.036,
8-103-48305-5,2052315,2002-10-31,CRÉDITO,INACTIVA,1452.47,12,0.065,
3-109-80236-5,3721811,2017-01-24,AHORRO,CERRADA,22546.62,24,0.073,
9-107-81860-1,3858291,2023-04-24,APORTE,INACTIVA,67568.33,6,0.057,
9-103-40385-2,4891842,2020-08-11,AHORRO,CERRADA,78101.31,6,0.069,
2-105-62022-6,2980265,2004-10-16,CRÉDITO,CERRADA,61125.58,12,0.083,
6-102-75326-4,4354421,2008-11-01,AHORRO,CERRADA,31023.5,36,0.089,
4-103-97469-6,4062986,2010-12-10,APORTE,ACTIVA,27679.23,12,0.042,
1-102-63541-2,4725209,2002-10-03,AHORRO,INACTIVA,77529.14,24,0.072,
3-100-78479-6,2096310,2007-11-07,CRÉDITO,INACTIVA,58076.85,12,0.074,
3-107-44589-4,4478141,2014-10-29,CRÉDITO,ACTIVA,31628.25,0,0.017,
8-104-57283-5,2304572,2013-09-25,APORTE,INACTIVA,59686.92,24,0.026,
2-103-32933-9,5552372,2015-07-11,CRÉDITO,ACTIVA,70666.87,24,0.043,
3-109-28191-3,4448228,2017-09-11,APORTE,ACTIVA,42245.96,12,0.012,
7-107-73241-6,3129683,2022-07-12,CRÉDITO,INACTIVA,84995.72,0,0.064,
7-106-97001-2,3692403,2015-01-24,APORTE,INACTIVA,21514.92,6,0.108,
4-101-88885-9,5295171,2010-06-04,APORTE,INACTIVA,29111.96,12,0.111,
5-106-73312-3,2843851,2015-11-07,AHORRO,INACTIVA,2623.87,36,0.041,
3-106-69889-5,5668837,2003-02-23,APORTE,CERRADA,89136.98,36,0.079,
1-102-45749-8,4807037,2013-08-19,APORTE,ACTIVA,9014.9,0,0.055,
8-104-24915-9,4274660,2006-03-24,APORTE,ACTIVA,13043.95,36,0.107,
4-102-35788-4,2223440,2013-07-08,CRÉDITO,ACTIVA,85284.4,24,0.07,
1-105-50465-3,2848402,2021-06-30,AHORRO,ACTIVA,510.21,12,0.116,
9-104-38136-8,3358656,2011-08-11,AHORRO,INACTIVA,215.27,12,0.057,
4-103-53118-1,2715565,2008-12-05,AHORRO,ACTIVA,50914.41,36,0.095,
1-108-30893-4,5903965,2012-11-13,CRÉDITO,ACTIVA,22239.35,12,0.032,
1-100-80234-7,5472303,2005-03-03,APORTE,ACTIVA,65526.37,24,0.025,
7-102-39742-6,2040696,2007-09-30,AHORRO,INACTIVA,51036.24,0,0.118,
1-101-40200-7,3899416,2022-11-16,APORTE,CERRADA,27324.0,0,0.048,
7-108-61077-6,3550740,2004-01-24,APORTE,CERRADA,55044.57,0,0.037,
8-108-43315-9,3818742,2019-03-18,AHORRO,INACTIVA,20930.61,12,0.075,
5-105-96434-7,2582406,2003-10-20,CRÉDITO,INACTIVA,11269.86,0,0.053,
9-100-67384-9,4345691,2010-10-18,CRÉDITO,CERRADA,24839.63,12,0.017,
9-105-66928-2,3294471,2007-10-08,AHORRO,CERRADA,72697.78,36,0.104,
6-108-14584-3,3247843,2011-03-18,APORTE,INACTIVA,35115.05,24,0.046,
8-102-16148-8,3913476,2009-06-06,APORTE,INACTIVA,19738.79,24,0.031,
3-104-44780-3,4701600,2023-04-15,APORTE,INACTIVA,26836.73,6,0.052,
6-107-32110-3,4392455,2016-03-10,CRÉDITO,INACTIVA,59520.6,6,0.079,
6-109-38032-6,2967104,2006-06-05,AHORRO,CERRADA,42357.27,36,0.118,
7-102-36304-8,3737518,2007-10-29,CRÉDITO,INACTIVA,39729.9,6,0.066,
6-101-79192-6,2622221,2023-02-01,APORTE,CERRADA,17360.44,24,0.018,
1-106-15612-5,5463627,2012-07-07,APORTE,CERRADA,67730.44,24,0.041,
3-103-94042-9,3158075,2020-04-19,AHORRO,CERRADA,31704.75,6,0.073,
7-105-38524-9,2633202,2003-03-09,AHORRO,INACTIVA,96112.78,36,0.031,
2-100-33351-5,4158062,2005-07-15,CRÉDITO,CERRADA,84618.55,6,0.082,
1-103-40738-3,3634411,2013-05-26,AHORRO,CERRADA,69350.81,24,0.1,
2-104-67169-2,2431718,2008-02-07,APORTE,CERRADA,18889.04,0,0.011,
6-107-43837-1,3512667,2010-10-11,AHORRO,ACTIVA,68632.87,6,0.077,
2-103-78535-4,4822621,2002-04-25,AHORRO,INACTIVA,3529.22,36,0.069,
5-108-80756-9,5105586,2020-08-05,CRÉDITO,CERRADA,62813.59,24,0.046,
7-102-13718-3,3873306,2008-08-02,CRÉDITO,CERRADA,64257.72,0,0.031,
3-103-97259-9,4976212,2013-07-20,AHORRO,CERRADA,10721.07,24,0.092,
8-106-99268-7,3011384,2018-01-06,AHORRO,ACTIVA,60300.52,36,0.093,
3-109-61345-4,2650482,2003-04-24,APORTE,ACTIVA,57513.16,36,0.053,
7-102-78043-9,4097065,2005-12-01,CRÉDITO,CERRADA,45821.28,24,0.028,
2-105-76924-4,5404577,2020-05-03,CRÉDITO,CERRADA,18770.31,6,0.068,
4-105-58125-1,3163378,2021-03-11,APORTE,ACTIVA,34564.04,6,0.043,
7-107-94908-4,3398278,2022-03-04,AHORRO,ACTIVA,39848.45,6,0.098,
6-102-28870-8,3264978,2007-07-12,AHORRO,ACTIVA,70114.31,24,0.065,
6-108-72819-2,2082907,2005-05-23,CRÉDITO,INACTIVA,57343.38,0,0.087,
5-106-98008-3,3919902,2004-11-21,APORTE,CERRADA,12016.56,0,0.031,
1-106-96442-1,4827720,2020-12-23,AHORRO,INACTIVA,50368.01,6,0.061,
5-104-80270-7,5539536,2012-08-19,AHORRO,ACTIVA,85973.98,24,0.044,
1-103-56808-6,3734417,2015-10-17,AHORRO,CERRADA,17151.12,0,0.085,
8-109-22540-9,5535494,2011-07-23,AHORRO,INACTIVA,34542.98,12,0.044,
2-109-86156-5,2351311,2008-10-18,CRÉDITO,CERRADA,83004.04,6,0.018,
2-102-79647-5,4936718,2005-08-17,AHORRO,INACTIVA,33751.2,24,0.116,
5-108-42128-9,5139073,2008-04-10,APORTE,ACTIVA,7224.08,12,0.011,
2-109-62880-6,4712839,2006-12-27,APORTE,ACTIVA,80228.98,0,0.022,
6-108-78787-6,3761931,2003-08-10,AHORRO,CERRADA,52842.22,6,0.102,
7-109-81828-5,2855662,2001-11-06,CRÉDITO,CERRADA,31669.67,6,0.09,
3-108-25670-3,5438958,2013-07-14,APORTE,CERRADA,44076.41,6,0.112,
8-103-20768-5,5124469,2021-11-24,APORTE,ACTIVA,64101.64,36,0.111,
5-106-34401-7,2699286,2016-12-24,CRÉDITO,ACTIVA,17355.89,6,0.087,
3-109-30865-1,3553571,2005-04-11,AHORRO,CERRADA,72060.11,36,0.011,
6-106-23550-3,4815032,2022-10-28,APORTE,ACTIVA,95352.02,36,0.116,
8-103-92329-8,2958480,2022-11-18,AHORRO,CERRADA,66675.83,0,0.026,
4-105-44437-6,4705801,2001-04-23,APORTE,CERRADA,81810.32,0,0.076,
9-107-22059-9,3789928,2002-02-10,AHORRO,INACTIVA,79141.4,12,0.026,
3-100-43682-4,4973576,2021-07-14,APORTE,INACTIVA,65289.31,12,0.109,
2-105-31502-6,2981211,2012-01-28,AHORRO,INACTIVA,14203.64,6,0.03,
6-102-25105-5,2793572,2005-06-15,CRÉDITO,ACTIVA,19396.14,24,0.105,
6-108-18133-9,2204475,2021-11-07,APORTE,CERRADA,98399.49,24,0.028,
2-106-10047-3,2236305,2002-09-02,CRÉDITO,INACTIVA,3395.71,0,0.058,
9-105-21145-8,4241431,2003-11-04,AHORRO,INACTIVA,61038.14,0,0.036,
2-108-47740-4,4436321,2012-12-21,AHORRO,INACTIVA,77732.66,36,0.039,
6-100-33782-8,3772198,2006-03-14,AHORRO,CERRADA,4980.74,36,0.089,
5-102-76440-5,2003874,2006-08-13,AHORRO,INACTIVA,63635.28,6,0.02,
7-109-12730-5,2599195,2010-09-03,AHORRO,ACTIVA,48595.9,0,0.095,
1-102-33666-7,5493204,2015-04-14,CRÉDITO,CERRADA,56451.69,12,0.019,
6-102-42362-8,5011434,2017-07-18,APORTE,ACTIVA,3894.29,0,0.092,
1-108-95222-3,4779712,2022-05-24,CRÉDITO,ACTIVA,83166.68,12,0.08,
8-100-30752-1,3860919,2011-07-27,APORTE,INACTIVA,85230.57,36,0.115,
5-106-70904-1,4287162,2001-05-12,CRÉDITO,INACTIVA,75918.32,12,0.024,
3-108-20870-5,4819035,2021-02-22,APORTE,CERRADA,69734.28,12,0.033,
5-103-57292-8,5342868,2000-06-05,APORTE,CERRADA,90533.26,6,0.102,
5-105-35110-3,2875970,2019-09-22,APORTE,ACTIVA,15191.57,12,0.041,
2-102-29366-5,3868384,2015-11-27,AHORRO,CERRADA,9557.54,12,0.065,
7-103-40730-5,4355201,2018-02-01,AHORRO,ACTIVA,52521.45,6,0.09,
2-101-86995-7,5451981,2022-07-26,AHORRO,INACTIVA,46213.89,0,0.061,
3-102-84269-3,4095183,2001-07-12,APORTE,CERRADA,94157.82,6,0.075,
9-107-85048-8,5719847,2019-11-18,APORTE,INACTIVA,31085.94,12,0.103,
9-101-65264-4,5350768,2002-08-05,APORTE,CERRADA,96147.18,12,0.036,
7-102-37439-5,3911821,2013-06-29,APORTE,ACTIVA,98685.84,12,0.042,
9-105-88599-7,4227386,2018-10-23,CRÉDITO,CERRADA,41995.01,12,0.041,
2-103-24192-9,2482851,2013-10-15,APORTE,CERRADA,12763.87,12,0.061,
4-104-99764-7,5430993,2009-10-05,CRÉDITO,INACTIVA,13892.26,6,0.038,
3-109-11593-4,4869739,2008-04-30,APORTE,ACTIVA,9098.14,36,0.108,
9-100-86848-6,4045959,2005-06-30,CRÉDITO,CERRADA,69963.01,36,0.079,
5-106-64852-7,4144053,2016-10-17,APORTE,INACTIVA,92554.5,12,0.019,
6-102-87774-3,3503259,2005-12-29,AHORRO,CERRADA,32776.76,36,0.05,
5-102-25427-7,5162868,2004-04-25,APORTE,INACTIVA,32150.08,6,0.061,
4-100-10527-4,5770339,2005-02-04,AHORRO,INACTIVA,38994.62,12,0.085,
1-104-35495-3,5045747,2006-04-21,CRÉDITO,INACTIVA,49707.84,12,0.076,
7-101-61024-9,4417271,2018-07-25,APORTE,ACTIVA,74253.63,12,0.037,
6-101-19939-9,5198781,2014-07-13,CRÉDITO,ACTIVA,47036.4,0,0.117,
3-102-37770-2,2689235,2022-02-09,APORTE,INACTIVA,9672.2,24,0.116,
8-109-77425-4,3221857,2001-07-21,CRÉDITO,CERRADA,67357.04,36,0.067,
8-101-74762-2,2375099,2020-04-21,AHORRO,ACTIVA,59258.59,6,0.075,
7-103-86319-3,5059523,2021-01-29,APORTE,CERRADA,60102.06,36,0.104,
6-103-87855-8,3490798,2014-10-25,APORTE,INACTIVA,65880.5,0,0.024,
7-100-35684-1,4978200,2009-02-01,APORTE,INACTIVA,77883.17,0,0.118,
5-101-69121-1,4173789,2008-02-06,APORTE,CERRADA,45947.09,6,0.085,
6-106-54213-7,4751133,2001-07-12,CRÉDITO,CERRADA,56765.79,24,0.071,
2-105-54502-8,5042021,2007-06-19,AHORRO,ACTIVA,37694.03,24,0.027,
5-106-92933-8,4156697,2021-12-24,AHORRO,ACTIVA,128.99,36,0.07,
8-100-22891-8,5249659,2010-03-25,APORTE,ACTIVA,67944.82,6,0.035,
3-106-76586-3,2414270,2005-08-19,CRÉDITO,INACTIVA,78619.66,0,0.112,
8-104-87328-9,2040356,2013-09-02,CRÉDITO,INACTIVA,69793.27,12,0.059,
1-101-70279-8,2121203,2016-02-18,CRÉDITO,ACTIVA,44388.8,0,0.045,
8-107-64900-3,2264821,2001-09-14,APORTE,INACTIVA,34195.25,24,0.117,
7-100-88306-7,4041642,2006-01-18,APORTE,ACTIVA,1963.8,12,0.078,
7-105-80115-2,4006481,2013-03-15,APORTE,CERRADA,9127.26,36,0.054,
4-101-67235-2,2326703,2021-04-24,CRÉDITO,INACTIVA,55101.41,6,0.112,
5-101-45918-3,5827209,2008-06-29,CRÉDITO,CERRADA,74762.99,6,0.091,
7-103-79769-1,5747062,2017-12-16,AHORRO,CERRADA,29773.7,12,0.106,
8-100-46438-5,5021279,2002-08-23,APORTE,INACTIVA,76705.24,6,0.064,
5-102-96019-7,2463879,2015-06-28,CRÉDITO,INACTIVA,65705.93,12,0.067,
6-108-54831-1,4239486,2015-01-24,AHORRO,INACTIVA,98775.19,36,0.056,
4-103-51885-2,3068349,2016-10-26,APORTE,CERRADA,45608.77,6,0.054,
9-108-21955-7,2901768,2021-09-06,CRÉDITO,CERRADA,55079.01,12,0.056,
5-103-31401-2,4118910,2017-01-27,AHORRO,CERRADA,38780.52,24,0.043,
6-105-41113-2,2941266,2019-02-18,CRÉDITO,ACTIVA,19293.59,36,0.074,
7-102-23447-4,3054234,2018-04-18,AHORRO,CERRADA,88571.13,12,0.072,
5-105-49723-1,4868702,2000-05-17,AHORRO,INACTIVA,37699.93,6,0.026,
3-108-10162-7,4892911,2017-09-27,APORTE,CERRADA,11240.35,24,0.016,
8-108-53412-2,3749673,2017-02-20,AHORRO,INACTIVA,1521.58,0,0.107,
9-105-80318-5,2323418,2000-08-16,APORTE,CERRADA,82260.49,12,0.051,
9-105-25797-9,3372858,2007-05-04,APORTE,CERRADA,72058.89,24,0.109,
2-101-59948-5,2496023,2002-10-23,CRÉDITO,CERRADA,27155.15,36,0.079,
1-108-52977-6,4583984,2002-09-01,CRÉDITO,ACTIVA,12401.12,24,0.112,
9-103-38255-7,2111752,2019-05-22,CRÉDITO,CERRADA,46259.55,24,0.113,
6-109-80170-4,4117789,2005-12-20,APORTE,ACTIVA,39085.34,12,0.066,
8-106-91073-7,3724051,2011-01-09,CRÉDITO,INACTIVA,84338.72,24,0.115,
9-103-33932-5,4903210,2006-05-22,CRÉDITO,INACTIVA,95417.41,0,0.113,
6-100-74818-3,2469404,2022-03-03,APORTE,INACTIVA,17336.94,0,0.071,
3-108-74051-6,2353068,2016-07-03,APORTE,CERRADA,34658.27,24,0.023,
2-105-86248-7,2663145,2005-12-23,AHORRO,INACTIVA,15381.47,6,0.11,
9-105-55857-8,3209347,2009-04-11,APORTE,CERRADA,37120.08,6,0.045,
9-101-11675-5,3121102,2021-08-17,APORTE,INACTIVA,16532.37,12,0.064,
4-108-58806-5,4847015,2008-02-19,AHORRO,ACTIVA,89634.76,12,0.055,
6-109-88704-4,5210851,2017-03-29,AHORRO,ACTIVA,14564.87,36,0.105,
2-102-43972-1,4247835,2010-12-29,APORTE,INACTIVA,95968.79,36,0.045,
6-106-69767-6,3225519,2007-06-08,CRÉDITO,INACTIVA,44774.59,0,0.082,
7-100-18066-4,3002476,2003-07-17,AHORRO,ACTIVA,33715.69,24,0.082,
4-108-76238-1,3893049,2014-05-26,CRÉDITO,INACTIVA,85462.03,0,0.044,
5-107-90953-1,3609777,2020-09-13,CRÉDITO,INACTIVA,87410.84,6,0.03,
1-102-74289-2,4015917,2011-05-01,AHORRO,CERRADA,27787.73,24,0.094,
5-102-73489-4,3844438,2002-12-25,APORTE,INACTIVA,82283.79,12,0.03,
4-104-15643-1,5773661,2012-07-11,CRÉDITO,ACTIVA,22469.27,12,0.118,
2-105-68592-9,5035684,2004-05-05,AHORRO,ACTIVA,93085.79,36,0.064,
2-101-48572-4,4828970,2015-09-22,AHORRO,INACTIVA,96970.24,24,0.083,
6-101-57904-3,2053122,2007-05-14,APORTE,INACTIVA,28980.42,6,0.06,
7-101-31028-2,5900784,2001-01-15,CRÉDITO,INACTIVA,14218.93,12,0.029,
5-109-68937-2,5861909,2013-07-12,AHORRO,INACTIVA,29340.17,0,0.046,
9-104-90206-7,3645734,2008-06-12,CRÉDITO,ACTIVA,75593.42,24,0.03,
6-102-18590-4,4125910,2000-05-23,CRÉDITO,ACTIVA,17384.6,24,0.025,
8-102-31683-3,4674406,2022-11-03,APORTE,INACTIVA,4181.82,12,0.095,
2-100-34121-8,3146961,2007-03-13,APORTE,ACTIVA,62630.07,6,0.075,
7-106-80306-7,2484231,2010-07-03,APORTE,CERRADA,41930.51,6,0.029,
3-102-62268-2,4713097,2009-04-20,AHORRO,ACTIVA,18734.95,0,0.029,
6-103-32932-4,2635981,2004-09-06,CRÉDITO,ACTIVA,42851.27,0,0.051,
6-104-19836-1,2556204,2014-10-07,CRÉDITO,INACTIVA,11097.52,36,0.073,
1-102-56417-2,2092609,2019-07-06,CRÉDITO,INACTIVA,32139.64,24,0.067,
9-106-88515-7,2063851,2017-09-13,CRÉDITO,CERRADA,80025.9,12,0.052,
4-103-75274-7,5700137,2020-06-07,APORTE,ACTIVA,110.32,36,0.078,
9-108-94033-8,2473961,2020-11-03,APORTE,ACTIVA,47986.2,36,0.111,
6-103-29331-8,5286241,2012-08-21,APORTE,ACTIVA,34877.96,36,0.088,
1-102-13055-7,4328548,2022-10-05,APORTE,ACTIVA,14279.8,0,0.074,
1-108-64154-3,5061542,2020-12-07,APORTE,CERRADA,8254.82,0,0.036,
3-100-94001-8,5873647,2016-05-11,APORTE,CERRADA,81562.67,12,0.078,
7-105-53356-1,5647548,2013-10-09,AHORRO,CERRADA,13075.75,0,0.015,
2-101-63950-3,5216646,2016-01-19,APORTE,CERRADA,60133.35,36,0.104,
8-106-71435-6,4757352,2018-12-30,AHORRO,ACTIVA,79414.95,12,0.119,
6-103-93436-4,5708218,2021-09-04,CRÉDITO,INACTIVA,46914.17,36,0.011,
1-105-81006-8,3132641,2017-12-26,AHORRO,CERRADA,97292.13,0,0.112,
2-107-26057-2,4997756,2001-12-16,AHORRO,ACTIVA,52650.23,0,0.014,
3-103-24266-5,2937408,2007-03-23,AHORRO,INACTIVA,86523.36,12,0.028,
6-102-28793-8,4058207,2003-02-27,CRÉDITO,ACTIVA,68299.39,12,0.071,
7-100-45664-2,3335251,2013-12-13,APORTE,ACTIVA,28846.69,6,0.058,
3-105-11531-2,5606900,2009-01-03,APORTE,INACTIVA,26888.98,12,0.051,
3-106-51689-9,5372229,2011-10-07,APORTE,INACTIVA,37854.44,24,0.03,
8-108-13305-4,2794345,2011-03-24,CRÉDITO,ACTIVA,20649.96,12,0.109,
6-100-42455-6,3870228,2014-10-20,AHORRO,ACTIVA,19314.17,0,0.089,
6-103-23669-9,2167425,2002-12-23,CRÉDITO,INACTIVA,27281.13,0,0.057,
5-101-70417-8,3268375,2012-03-09,AHORRO,INACTIVA,92674.72,12,0.063,
6-105-68349-5,2542768,2009-12-22,CRÉDITO,ACTIVA,46040.83,6,0.017,
6-104-42847-2,5582255,2021-02-02,APORTE,ACTIVA,69185.35,36,0.044,
3-109-34926-1,4847894,2013-02-17,APORTE,INACTIVA,1762.09,6,0.051,
7-100-68024-6,2501835,2016-02-18,AHORRO,INACTIVA,2988.53,0,0.073,
3-105-96812-4,3436784,2014-03-11,APORTE,ACTIVA,33218.03,12,0.119,
6-101-94977-4,3935289,2005-02-10,AHORRO,INACTIVA,75714.04,6,0.098,
5-100-73867-3,5315625,2003-12-15,APORTE,ACTIVA,12737.99,6,0.101,
8-108-95825-8,4513217,2014-01-19,AHORRO,ACTIVA,89631.79,6,0.053,
8-104-26011-5,4566479,2018-01-20,APORTE,CERRADA,37366.84,0,0.093,
4-102-65977-5,2919045,2004-09-04,APORTE,ACTIVA,87033.94,12,0.034,
2-108-23978-5,3059177,2016-11-22,AHORRO,CERRADA,4879.31,24,0.033,
1-106-39428-8,2707419,2015-06-09,CRÉDITO,ACTIVA,58429.04,24,0.048,
5-100-49789-6,3331101,2004-07-16,CRÉDITO,CERRADA,98457.61,24,0.073,
5-104-28687-5,5008305,2000-09-12,APORTE,INACTIVA,43628.47,6,0.034,
2-107-48901-2,5491866,2023-07-09,CRÉDITO,CERRADA,27554.84,6,0.06,
6-101-44687-4,3171883,2007-11-22,CRÉDITO,CERRADA,62155.37,24,0.026,
4-101-89505-9,4323078,2000-11-16,AHORRO,ACTIVA,12041.99,24,0.119,
3-106-79264-8,2845295,2023-06-06,CRÉDITO,ACTIVA,22564.72,6,0.025,
5-102-31076-8,2097563,2009-08-10,CRÉDITO,CERRADA,82523.67,36,0.068,
3-105-44907-6,5353018,2010-03-26,CRÉDITO,ACTIVA,79373.3,6,0.118,
3-108-24532-3,5218801,2021-06-16,APORTE,CERRADA,34475.53,0,0.106,
6-103-19923-7,2699597,2008-02-22,APORTE,INACTIVA,8604.97,0,0.104,
5-103-28876-7,3922857,2022-08-25,APORTE,CERRADA,76571.23,24,0.032,
3-103-78621-8,2902465,2011-08-30,APORTE,ACTIVA,57564.94,12,0.101,
4-108-95574-8,5061368,2013-08-07,AHORRO,CERRADA,71635.06,6,0.108,
2-102-45501-7,4645584,2003-09-10,APORTE,INACTIVA,61761.57,12,0.037,
5-102-84635-1,2546393,2001-01-24,APORTE,INACTIVA,80475.78,0,0.107,
9-105-86972-2,2698660,2015-11-02,APORTE,CERRADA,20857.0,12,0.033,
3-105-83759-1,5788454,2016-11-25,APORTE,INACTIVA,31216.91,6,0.058,
9-108-29132-9,2157764,2018-10-10,CRÉDITO,CERRADA,83902.76,12,0.027,
1-109-71219-8,2089132,2009-07-22,AHORRO,CERRADA,60691.97,6,0.047,
5-108-56649-8,2157034,2023-03-19,AHORRO,ACTIVA,97029.65,36,0.014,
2-108-16686-5,3642200,2018-12-01,AHORRO,INACTIVA,1976.48,6,0.013,
5-106-77358-4,4387670,2006-08-09,AHORRO,INACTIVA,2033.91,36,0.032,
7-107-16471-4,4686907,2021-06-24,APORTE,ACTIVA,62749.24,6,0.113,
7-102-15962-9,5624128,2021-05-21,APORTE,INACTIVA,26344.79,0,0.066,
9-107-16530-5,5861580,2023-03-26,AHORRO,CERRADA,54434.84,6,0.075,
9-102-44663-4,3138842,2004-06-11,APORTE,ACTIVA,27811.5,6,0.108,
3-102-58029-6,2392966,2003-03-03,APORTE,ACTIVA,73854.62,0,0.014,
6-104-34745-8,5849996,2005-01-17,AHORRO,CERRADA,53563.09,36,0.101,
9-109-26494-1,2766078,2004-05-29,APORTE,CERRADA,90634.64,24,0.014,
